time,close,CVD (Apertura),CVD (Máximo,CVD (Mínimo),CVD (Cerrar),OnBalanceVolume,MFI,Signal,Histogram,MFI/Signal Crossover,MFI/Signal Crossunder,Plot,Plot,EMA of vfi,vfi
1772824170,674.58,-656778,-656326,-656778,-656507,-2166891,48.2214622291065,58.39100405745491,,,,0,,-2.522124877061148,-1.9765501722860856
1772824180,674.63,-656507,-656427,-656696,-656696,-2166232,48.69042794017128,56.450888833998185,,,,0,,-2.486968003054362,-2.41665425504079
1772824190,674.52,-656696,-656696,-657665,-657602,-2167742,38.81162595497041,52.92303625819263,,,,0,,-3.0352765605798053,-4.131893675630692
1772824200,674.61,-657602,-657463,-657933,-657741,-2166901,44.57706149949565,51.25384130645323,,,,0,,-3.254767361727462,-3.693748964022775
1772824210,674.68,-657741,-655433,-657741,-656473,-2162481,60.32101547306399,53.06727613977538,,60.32101547306399,,0,,-2.3301548905910443,-0.48092994831820846
1772824220,674.74,-656473,-656209,-656649,-656209,-2161767,72.2323647940815,56.9002938706366,,,,0,,-2.0497271820960856,-1.4888717651061678
1772824230,674.91,-656209,-655138,-656209,-655463,-2159769,79.19863476503224,61.35996204951573,,,,0,,-1.890688069073941,-1.5726098430296516
1772824240,674.91,-655463,-648361,-656340,-648862,-2159769,90.34869792935571,67.15770922548373,,,,0,,-1.0709431030619603,0.5685468289620008
1772824250,674.94,-648862,-648462,-649040,-648558,-2158153,89.98314543716386,71.72279646781975,,,,0,,-0.38960223169979913,0.9730795110245231
1772824260,675.04,-648558,-647928,-648795,-648179,-2156798,90.22400643427457,75.4230384611107,,,,0,,0.4262685051315044,2.0580099787941113
1772824270,675.04,-648179,-645479,-649787,-649787,-2156798,91.9960981521918,78.73765039932692,,,,0,,1.8020534163758484,4.553623238864536
1772824280,675.06,-649787,-648058,-650302,-648058,-2153999,95.6000041201815,82.11012114349784,,,,0,,2.4216717916080617,3.6609085420724887
1772824290,675.05,-648058,-641272,-648058,-644299,-2164134,96.53760186203765,84.9956172872058,,,,0,,2.6100482007966392,2.986801019173794
1772824300,675.06,-644299,-644272,-644576,-644576,-2163803,95.76923969182008,87.15034176812865,,,,0,,3.206487695761668,4.399366685691725
1772824310,675.05,-644576,-642862,-644637,-643709,-2166486,90.04175524398156,87.72862446329924,,,,0,,3.7811659424380477,4.930522435790808
1772824320,675.11,-643709,-637455,-643709,-639307,-2158074,91.4940192651299,88.48170342366537,,,,0,,4.67400135313101,6.4596721745169345
1772824330,675,-639307,-639307,-642606,-641048,-2162931,86.07489847062601,88.0003424330575,,,86.07489847062601,0,,4.723879581197181,4.823636037329524
1772824340,674.86,-641048,-641026,-641684,-641684,-2164013,84.22833412001785,87.24594077044956,,,,0,,4.871511552897664,5.166775496298627
1772824350,675.05,-641684,-639836,-641684,-640127,-2161774,83.598759390705,86.51650449450065,,,,0,,5.849831298349318,7.806470789252626
1772824360,674.94,-640127,-640067,-641145,-640905,-2163152,83.79595622116415,85.97239483983336,,,,0,,5.72156566225257,5.465034390059074
1772824370,674.94,-640905,-640320,-641003,-640963,-2163152,81.19408179683234,85.01673223123315,,,,0,,5.8539315086271975,6.118663201376453
1772824380,675.05,-640963,-640479,-640963,-640661,-2162396,77.67540291620412,83.54846636822734,,,,0,,6.82196582826706,8.758034467546784
1772824390,675.05,-640661,-640620,-640742,-640702,-2162396,77.01590009084528,82.24195311275092,,,,0,,7.558141722995239,9.030493512451596
1772824400,675.01,-640702,-639548,-640793,-639786,-2163970,73.61949338665576,80.51746116753189,,,,0,,8.340670416560325,9.9057278036905
1772824410,675.15,-639786,-628225,-639786,-628225,-2152409,76.05065738443759,79.62410041091303,,,,0,,9.03744702803686,10.431000250989928
1772824420,675.16,-628225,-628225,-628652,-628359,-2151689,74.99877129342235,78.6990345874149,,,,0,,9.141024396644001,9.348179133858283
1772824430,675.3,-628359,-627812,-628516,-627812,-2150266,69.35927667484236,76.83108300490039,,,,0,,8.902630842833778,8.42584373521333
1772824440,675.26,-627812,-625624,-627812,-627162,-2155242,73.41493136416915,76.14785267675414,,,,0,,9.285547920943438,10.05138207716276
1772824450,675.25,-627162,-627162,-627376,-627331,-2155701,77.39267280485626,76.39681670237457,,77.39267280485626,,0,,8.71785891089594,7.582480890800942
1772824460,675.05,-627331,-624756,-627331,-625230,-2159136,64.7477129074754,74.06699594339473,,,64.7477129074754,0,,8.32399867939414,7.536278216390542
1772824470,675.12,-625230,-622196,-625230,-622376,-2155922,67.8366970731537,72.82093616934652,,,,0,,7.397889827834259,5.545672124714495
1772824480,675.12,-622376,-622376,-623868,-623586,-2155922,66.4955802443051,71.55586498433824,,,,0,,6.631191567257261,5.097795046103265
1772824490,675.17,-623586,-622651,-623586,-622833,-2154303,65.89399323369804,70.4234906342102,,,,0,,6.779887760101117,7.077280145788829
1772824500,675.09,-622833,-622833,-623184,-623184,-2154894,63.34480593072333,69.00775369351283,,,,0,,6.483431418596283,5.8905187355866175
1772824510,675.1,-623184,-622740,-623550,-623550,-2152874,62.0341000204361,67.61302295889747,,,,0,,6.13105704946081,5.426308311189864
1772824520,674.95,-623550,-623499,-623995,-623956,-2154188,58.88382907499987,65.86718418211795,,,,0,,5.679951090732344,4.777739173275412
1772824530,675.08,-623956,-622427,-624036,-623366,-2150688,62.33251633662339,65.16025061301904,,,,0,,5.813677127185408,6.081129200091535
1772824540,674.99,-623366,-621185,-623407,-623125,-2154891,58.317799737705535,63.79176043795634,,,,0,,5.649748561697599,5.321891430721982
1772824550,675.19,-623125,-622009,-623125,-622009,-2153771,43.98826787399404,59.83106192516388,,,,0,,6.004836129855877,6.715011266172433
1772824560,675.18,-622009,-621566,-622154,-621799,-2154953,44.82775345109427,56.83040023034996,,,,0,,6.998612054834859,8.986163904792821
1772824570,675.28,-621799,-620229,-621906,-620290,-2152824,46.0629791332373,54.67691601092743,,,,0,,8.420767393078556,11.265078069565948
1772824580,675.24,-620290,-618251,-620468,-619267,-2157753,30.326894065746814,49.8069116218913,,,,0,,8.933377106669592,9.958596533851663
1772824590,675.19,-619267,-619043,-619960,-619520,-2159334,29.28345977774073,45.70222125306119,,,,0,,8.575029303694262,7.8583336977436
1772824600,675.17,-619520,-618966,-619520,-619489,-2160491,31.482447333726952,42.85826646919434,,,,0,,8.48356955847723,8.300650068043167
1772824610,675.12,-619489,-619468,-621082,-621042,-2163476,31.721831240957982,40.63097942354707,,,,0,,7.956693503099721,6.902941392344703
1772824620,675.109,-621042,-620942,-623000,-622947,-2165909,31.044326470153024,38.71364883286826,,,,0,,7.805890836910915,7.504285504533303
1772824630,675.15,-622947,-622805,-623263,-623034,-2164634,30.264303836965496,37.023779833687705,,,,0,,7.520237599656916,6.94893112514892
1772824640,675.19,-623034,-622938,-623700,-623700,-2163776,32.79720021796774,36.17846391054371,,,,0,,7.303122468595948,6.868892206474013
1772824650,675.17,-623700,-623539,-626369,-626328,-2167600,30.975738527760953,35.13791883398716,,,,0,,6.429316453487121,4.6817044232694665
1772824660,675.11,-626328,-626288,-626646,-626646,-2168220,31.651581252930896,34.4406513177759,,,,0,,5.540068075733832,3.7615713202272545
1772824670,674.93,-626646,-626193,-626646,-626193,-2168963,22.60532994416468,32.07358704305366,,,,0,,4.701243845211936,3.0235953841681424
1772824680,674.99,-626193,-626190,-626573,-626539,-2167727,29.917038615177105,31.642277357478346,,,,0,,5.070177480631227,5.8080447514698115
1772824690,674.82,-626539,-626539,-628103,-628037,-2169391,25.098463947638862,30.33351467551045,,,,0,,5.067904128609331,5.063357424565537
1772824700,674.81,-628037,-627403,-629474,-629474,-2172470,19.283918407504004,28.12359542190916,,,,0,,4.42955277687875,3.1528500734175875
1772824710,674.69,-629474,-629474,-634182,-629701,-2181659,9.472515314149547,24.39337940035724,,,,0,,3.574995791304259,1.8658818201552763
1772824720,674.71,-629701,-624637,-629701,-624817,-2171981,32.353546357383394,25.98541279176247,,32.353546357383394,,0,,3.406391316525824,3.0691823669689544
1772824730,674.75,-624817,-624173,-624817,-624173,-2170663,35.856307338095405,27.95959170102906,,,,0,,3.4716830567068526,3.6022665370689104
1772824740,674.92,-624173,-623044,-624173,-623481,-2169013,39.489883729013414,30.26565010662593,,,,0,,3.9390942177242105,4.873916539758926
1772824750,674.95,-623481,-623317,-624185,-624185,-2167861,44.33619790502535,33.07975966630581,,,,0,,4.219543877668393,4.7804431975567585
1772824760,675.11,-624185,-623834,-624801,-623834,-2166000,49.8814915735914,36.44010604776293,,,,0,,4.587860339262828,5.324493262451698
1772824770,675.08,-623834,-623834,-623996,-623894,-2166348,48.63261647957716,38.87860813412578,,,,0,,5.06818856982426,6.028845030947124
1772824780,675.119,-623894,-623842,-624194,-623842,-2165536,46.38374520358462,40.379635548017546,,,,0,,5.317791632031737,5.816997756446691
1772824790,675.15,-623842,-623521,-623842,-623623,-2164811,52.733468886904724,42.85040221579498,,,,0,,5.695124493597432,6.4497902167288235
1772824800,674.98,-623623,-623623,-624541,-624329,-2166101,51.71654068612762,44.623629909861506,,,,0,,5.93275792930116,6.408024800708617
1772824810,674.99,-624329,-624209,-624648,-624648,-2165460,53.719695409472735,46.44284300978375,,,,0,,5.952689113150513,5.992551480849219
1772824820,675.05,-624648,-624508,-626590,-626267,-2162915,55.40528059881775,48.23533052759055,,,,0,,6.168200028437284,6.599221859010826
1772824830,675.12,-626267,-625580,-626327,-625940,-2161268,60.01587374093723,50.59143917025988,,,,0,,6.554424447115946,7.32687328447327
1772824840,674.94,-625940,-625940,-626789,-626789,-2162119,63.98260596760911,53.269672529729725,,,,0,,6.762275618645674,7.177977961705131
1772824850,675.01,-626789,-626563,-626874,-626794,-2161422,88.28678358194557,60.273094740172894,,,,0,,7.005306652369456,7.491368719817022
1772824860,674.98,-626794,-626654,-626966,-626878,-2161962,81.63210610192414,64.54489701252314,,,,0,,7.352148688137535,8.045832759673692
1772824870,674.9,-626878,-626878,-628033,-627825,-2163465,72.60011907803414,66.15594142562534,,,,0,,7.461846998981552,7.681243620669585
1772824880,674.76,-627825,-627825,-629326,-629226,-2165566,60.77160312138171,65.07907376477661,,,60.77160312138171,0,,7.68768549188117,8.139362477680404
1772824890,674.75,-629226,-628850,-630074,-628850,-2168212,49.460786918055625,61.955416395432415,,,,0,,7.611788324821876,7.459993990703287
1772824900,674.745,-628850,-628579,-629483,-628579,-2169749,48.542898753380946,59.27291286702212,,,,0,,7.5106717886178584,7.3084387162098245
1772824910,674.73,-628579,-628283,-628779,-628403,-2170741,50.330675535506415,57.48446540071898,,,,0,,7.520057471224188,7.538828836436848
1772824920,674.79,-628403,-627791,-628423,-627791,-2169721,49.77304990821676,55.94218230221854,,,,0,,7.134146817319039,6.362325509508743
1772824930,674.76,-627791,-627783,-628043,-628003,-2170453,49.790789642282405,54.71190377023132,,,,0,,7.2336706201795895,7.43271822590069
1772824940,674.73,-628003,-627336,-628003,-627438,-2171224,51.209753647512755,54.0114737456876,,,,0,,6.808556181381997,5.958327303786812
1772824950,674.68,-627438,-627438,-627833,-627785,-2171809,47.83930490266473,52.77703997708303,,,,0,,6.595443485828223,6.169218094720677
1772824960,674.49,-627785,-627785,-630104,-629932,-2174432,33.68580037648766,48.95879205696396,,,,0,,5.825306010584467,4.285031060096953
1772824970,674.4,-629932,-629469,-630985,-630985,-2176411,24.216166780524375,44.01026700167604,,,,0,,5.3597639042637555,4.428679691622333
1772824980,674.24,-630985,-630680,-631366,-631366,-2177562,23.832588475135566,39.97473129636795,,,,0,,4.71090547654552,3.413188621109049
1772824990,674.33,-631366,-631269,-632255,-631269,-2175143,18.456777033601185,35.67114044381459,,,,0,,3.8041262432317264,1.9905677766041385
1772825000,674.27,-631269,-631223,-631919,-631712,-2176400,21.196028453676604,32.776118045786994,,,,0,,3.2834365393492972,2.242057131584439
1772825010,674.42,-631712,-629661,-632112,-629661,-2172787,34.70752105339285,33.162398647308166,,34.70752105339285,,0,,3.761892223905002,4.718803593016412
1772825020,674.38,-629661,-629558,-632713,-631495,-2178789,51.716250664439066,36.87316905073435,,,,0,,5.179620804400475,8.01507796539142
1772825030,674.75,-631495,-622064,-631655,-625807,-2165295,72.372707026561,43.97307664589968,,,,0,,7.387684085666703,11.80381064819916
1772825040,674.61,-625807,-625807,-626207,-626152,-2165978,69.90996018980994,49.160453354681735,,,,0,,8.881140657599481,11.868053801465038
1772825050,674.62,-626152,-624803,-626352,-624803,-2164229,65.91463783853685,52.511290251452756,,,,0,,9.516492521990115,10.787196250771382
1772825060,674.42,-624803,-624803,-625330,-625330,-2164756,66.77985264178352,55.365002729518906,,,,0,,9.853281871039012,10.526860569136806
1772825070,674.49,-625330,-625095,-625736,-625736,-2163880,66.9063296519118,57.67326811399749,,,,0,,9.78799039344841,9.657407438267205
1772825080,674.39,-625736,-625736,-625936,-625826,-2164190,67.73449912495144,59.685514316188275,,,,0,,9.891917305475385,10.099771129529334
1772825090,674.26,-625826,-625737,-626227,-626227,-2164809,67.67340096155614,61.28309164526185,,,,0,,10.527006171069903,11.797183902258942
1772825100,674.24,-626227,-626227,-627108,-626792,-2166454,69.49692003444494,62.92585732309847,,,,0,,10.109118880928518,9.27334430064575
1772825110,673.99,-626792,-626656,-629231,-629231,-2169253,67.9657001656017,63.93382589159911,,,,0,,10.139609625255872,10.200591113910582
1772825120,674.13,-629231,-628621,-629697,-628621,-2167309,71.66789080158486,65.48063887359626,,,,0,,10.367145453942438,10.822217111315572
1772825130,674.13,-628621,-627949,-628621,-627989,-2167309,77.06881119041444,67.7982733369599,,,,0,,10.631423119094814,11.159978449399564
1772825140,674.18,-627989,-627989,-629083,-628802,-2164792,77.83711950282854,69.80604257013363,,,,0,,11.521597725187995,13.301946937374357
1772825150,674.17,-628802,-628330,-628917,-628917,-2165947,72.99973414583332,70.44478088527356,,,,0,,12.455915526297415,14.324551128516259
1772825160,674.25,-628917,-628759,-629947,-629947,-2163225,70.21829909062885,70.39948452634462,,,70.21829909062885,0,,13.340074191687101,15.108391522466475
1772825170,674.165,-629947,-629847,-630516,-630391,-2164121,46.05901339379515,65.53139029983473,,,,0,,14.003808087191583,15.331275878200545
1772825180,674.25,-630391,-629903,-630400,-629984,-2163470,49.5241929916074,62.32995083818926,,,,0,,14.434816909948832,15.296834555463331
1772825190,674.42,-629984,-629758,-630078,-630056,-2162580,56.69228184901844,61.2024170403551,,,,0,,14.985669171659824,16.08737369508181
1772825200,674.68,-630056,-628948,-630056,-628948,-2161282,61.194685399664436,61.20087071221697,,,,0,,15.716573007421252,17.17838067894411
1772825210,674.54,-628948,-628765,-629400,-629380,-2162350,56.050738987449115,60.1708443672634,,,,0,,16.147122246758162,17.008220725431983
1772825220,674.65,-629380,-629278,-629394,-629393,-2161969,57.8108910594852,59.69885370570776,,,,0,,16.297008793758632,16.596781887759573
1772825230,674.82,-629393,-628246,-629433,-628395,-2160133,63.30835264972775,60.42075349451176,,63.30835264972775,,0,,16.691474799793593,17.480406811863514
1772825240,674.91,-628395,-627930,-628595,-628577,-2157939,72.03724385786877,62.74405156718316,,,,0,,16.761935753024794,16.902857659487196
1772825250,675.01,-628577,-622043,-628577,-622043,-2151351,87.50244370791933,67.6957299953304,,,,0,,17.664054919806947,19.468293253371254
1772825260,675,-622043,-622018,-623168,-622968,-2152726,87.21193894985319,71.59897178623496,,,,0,,18.181152494314528,19.21534764332969
1772825270,674.895,-622968,-622796,-623911,-623911,-2154471,80.78997487729386,73.43717240444674,,,,0,,17.65011463666999,16.588038921380914
1772825280,674.89,-623911,-623911,-626943,-626603,-2158919,65.82551995414696,71.91484191438678,,,65.82551995414696,0,,16.47190921553412,14.115498373262378
1772825290,674.88,-626603,-626603,-627109,-626835,-2159977,66.05800147810191,70.7434738271298,,,,0,,14.877249930658092,11.687931360906038
1772825300,674.83,-626835,-626835,-628623,-628535,-2161875,64.99888123008051,69.59455530771994,,,,0,,13.541519719481753,10.870059297129075
1772825310,674.77,-628535,-628535,-629539,-629345,-2163073,64.25983950401219,68.5276121469784,,,,0,,12.567327071146343,10.618941774475523
1772825320,674.84,-629345,-628708,-629345,-628708,-2162436,64.24178261977704,67.67044624153813,,,,0,,11.817744715588454,10.318580004472677
1772825330,674.79,-628708,-628089,-629224,-628619,-2164617,58.08158622802468,65.75267423883544,,,,0,,10.913669427375577,9.105518850949826
1772825340,674.96,-628619,-628020,-628867,-628020,-2163388,57.97862827102306,64.19786504527296,,,,0,,10.428503732688633,9.458172343314745
1772825350,674.94,-628020,-627493,-628020,-627704,-2164480,61.84727527651684,63.727747091521735,,,,0,,9.945942549127992,8.980820182006712
1772825360,674.99,-627704,-627029,-627822,-627029,-2162705,57.59762454490071,62.50172258219753,,,,0,,9.835220128352903,9.613775286802726
1772825370,674.98,-627029,-626467,-627423,-626571,-2165025,58.28866967854017,61.659112001466056,,,,0,,10.372075832531436,11.445787240888501
1772825380,674.97,-626571,-625490,-627091,-625490,-2167466,50.491407457789386,59.42557109273072,,,,0,,10.822875631400985,11.724475229140081
1772825390,674.93,-625490,-625415,-625536,-625490,-2167708,36.17517619571509,54.775492113327594,,,,0,,11.257722168047488,12.127415241340495
