time,close,CVD (Apertura),CVD (Máximo,CVD (Mínimo),CVD (Cerrar),OnBalanceVolume,MFI,Signal,Histogram,MFI/Signal Crossover,MFI/Signal Crossunder,Plot,Plot,EMA of vfi,vfi
1772822230,674.109,-624324,-620585,-624324,-620968,-2133094,45.95341008160468,51.01701092326352,,,,0,,-17.209297074933154,-18.469063741895003
1772822240,674.07,-620968,-620968,-621507,-621507,-2133859,47.61152132158007,50.33591300292683,,,,0,,-18.128820643130414,-19.967867779524937
1772822250,674.15,-621507,-621507,-625726,-625146,-2129060,56.84182491028384,51.63709538439823,,56.84182491028384,,0,,-19.590898124113444,-22.515053086079508
1772822260,674.04,-625146,-622734,-627096,-624985,-2137663,37.583054591351384,48.82628722578886,,,37.583054591351384,0,,-20.29077078390386,-21.690516103484693
1772822270,674.19,-624985,-624270,-625163,-624344,-2136234,43.04265043649479,47.66955986793005,,,,0,,-20.48691198188814,-20.879194377856706
1772822280,674.12,-624344,-624344,-625048,-624947,-2137317,39.53131272354655,46.041910439053346,,,,0,,-20.556073917673192,-20.694397789243297
1772822290,674.23,-624947,-624600,-625072,-625060,-2136082,37.229588687652644,44.279446088773206,,,,0,,-20.17317736344691,-19.407384254994344
1772822300,674.29,-625060,-624757,-625206,-625206,-2134972,35.27988064850123,42.47953300071881,,,,0,,-19.899169933225146,-19.351155072781612
1772822310,674.27,-625206,-625206,-625656,-625467,-2136013,31.128180758839846,40.20926255234302,,,,0,,-20.010575829246775,-20.233387621290035
1772822320,674.48,-625467,-625120,-626201,-626157,-2134541,38.47484082978054,39.862378207830524,,,,0,,-19.215309209586792,-17.62477597026683
1772822330,674.39,-626157,-626106,-629007,-628607,-2138111,32.974294320017734,38.484761430267966,,,,0,,-18.2615654711412,-16.354077994250016
1772822340,674.43,-628607,-627476,-628936,-628241,-2134865,46.017110874615916,39.991231319137555,,46.017110874615916,,0,,-16.37001249848095,-12.58690655316045
1772822350,674.67,-628241,-624891,-628241,-624891,-2130277,54.89293241582724,42.971571538475494,,,,0,,-14.042462059308733,-9.387361180964296
1772822360,674.52,-624891,-623758,-627395,-626440,-2136564,50.234688947191195,44.42419502021863,,,,0,,-13.461752129309017,-12.300332269309587
1772822370,674.52,-626440,-626360,-626690,-626690,-2136564,57.310449153276956,47.0014458468303,,,,0,,-13.860065691531615,-14.65669281597681
1772822380,674.44,-626690,-626494,-626830,-626614,-2137200,57.5476686399614,49.11069040545652,,,,0,,-14.919913985854803,-17.03961057450118
1772822390,674.4,-626614,-625436,-626846,-625436,-2139370,45.99595320556994,48.48774296547921,,,45.99595320556994,0,,-16.313606481221377,-19.100991471954522
1772822400,674.34,-625436,-624027,-625436,-624028,-2141222,43.18394654148091,47.42698368067955,,,,0,,-18.457440270243257,-22.74510784828702
1772822410,674.5,-624028,-623718,-624028,-623818,-2140652,41.526870449707715,46.24696103448518,,,,0,,-20.10578512205671,-23.40247482568361
1772822420,674.4,-623818,-623757,-624226,-624226,-2141472,41.90055971819241,45.37768077122663,,,,0,,-21.218752338237497,-23.44468677059907
1772822430,674.33,-624226,-623978,-624583,-624158,-2143134,37.12409126416448,43.7269628698142,,,,0,,-22.437483597632905,-24.874946116423718
1772822440,674.29,-624158,-624036,-624669,-624669,-2144081,33.558735197613046,41.69331733537397,,,,0,,-23.102494162578406,-24.432515292469404
1772822450,674.34,-624669,-623990,-624949,-624010,-2142224,38.79169112805474,41.11299209391012,,,,0,,-23.572873844731813,-24.513633209038623
1772822460,674.549,-624010,-623334,-624010,-623405,-2141429,37.390725617838314,40.36853879869576,,,,0,,-23.416090098686226,-23.10252260659505
1772822470,674.48,-623405,-623338,-623621,-623621,-2141779,41.959307649345185,40.68669256882564,,41.959307649345185,,0,,-23.694780238354674,-24.252160517691568
1772822480,674.46,-623621,-623251,-623691,-623331,-2142717,32.486338191815804,39.046621693423674,,,32.486338191815804,0,,-24.05560967556245,-24.777268549978007
1772822490,674.48,-623331,-623331,-624051,-623810,-2141636,15.689018286066513,34.37510101195224,,,,0,,-24.54966578957819,-25.53777801760966
1772822500,674.43,-623810,-623807,-624193,-623943,-2142557,21.240379146726994,31.74815663890719,,,,0,,-25.436948782743322,-27.21151476907359
1772822510,674.49,-623943,-623943,-625179,-625128,-2141112,29.08942779060625,31.216410869247003,,,,0,,-26.0999729151723,-27.42602118003026
1772822520,674.51,-625128,-624673,-625434,-625434,-2139530,36.7822747976598,32.329583654929564,,36.7822747976598,,0,,-26.122197776766402,-26.166647499954607
1772822530,674.79,-625434,-625079,-626757,-625239,-2136223,52.72217131710229,36.40810118736411,,,,0,,-25.542627936024584,-24.383488254540946
1772822540,674.74,-625239,-624891,-625807,-625271,-2138789,64.3442017145102,41.99532129279333,,,,0,,-24.771130670258238,-23.228136138725546
1772822550,674.75,-625271,-625095,-625280,-625165,-2138313,61.625946565798095,45.92144634739428,,,,0,,-23.64625970270598,-21.396517767601466
1772822560,674.62,-625165,-625165,-627502,-627236,-2141520,54.66407836008793,47.66997274993301,,,,0,,-23.130730294017503,-22.099671476640555
1772822570,674.49,-627236,-627236,-628215,-627895,-2143131,54.79518030062429,49.09501426007127,,,,0,,-22.607028965151816,-21.559626307420444
1772822580,674.47,-627895,-625026,-627895,-625066,-2146400,49.35911434279028,49.14783427661507,,,,0,,-23.286796510650124,-24.64633160164674
1772822590,674.44,-625066,-624876,-625359,-625359,-2147295,43.202495946977095,47.958766610687476,,,43.202495946977095,0,,-23.944601453798523,-25.260211340095317
1772822600,674.5,-625359,-625269,-625563,-625523,-2146813,40.22145489966947,46.411304268483875,,,,0,,-24.693039307486227,-26.189915014861633
1772822610,674.559,-625523,-625344,-625543,-625382,-2146552,41.56789248229316,45.44262191124573,,,,0,,-24.90264208839742,-25.32184765021981
1772822620,674.58,-625382,-624918,-625468,-625358,-2145348,46.469380891536666,45.64797370730392,,46.469380891536666,,0,,-24.932256879207223,-24.99148646082683
1772822630,674.71,-625358,-624832,-625358,-625260,-2144314,51.21251636978084,46.7608822397993,,,,0,,-24.382934779171684,-23.284290579100603
1772822640,674.74,-625260,-624762,-625260,-624877,-2143541,55.05090199948524,48.41888619173649,,,,0,,-23.119156895867768,-20.591601129259935
1772822650,674.73,-624877,-623527,-625109,-623527,-2145555,47.298891713216086,48.19488729603241,,,47.298891713216086,0,,-21.994179933767406,-19.744226009566685
1772822660,674.86,-623527,-622730,-623566,-622730,-2144046,47.130282347497115,47.981966306325354,,,,0,,-20.302997440867387,-16.920632455067345
1772822670,674.71,-622730,-622730,-623594,-623324,-2146208,34.23527873887109,45.232628792834504,,,,0,,-19.096955064355434,-16.68487031133153
1772822680,674.56,-623324,-622248,-623508,-622908,-2149032,22.013720674700266,40.588847169207654,,,,0,,-19.48683537774237,-20.266596004516238
1772822690,674.58,-622908,-622816,-623256,-622816,-2147948,21.414516013317296,36.753980938029585,,,,0,,-20.374077022342384,-22.148560311542415
1772822700,674.53,-622816,-622454,-622816,-622758,-2148814,28.255173379236368,35.05421942627094,,,,0,,-20.937056332291945,-22.063014952191068
1772822710,674.71,-622758,-622116,-622758,-622116,-2148092,33.35054076419077,34.713483693854904,,,,0,,-21.037976961531232,-21.23981822000981
1772822720,674.6,-622116,-622116,-623359,-623108,-2149808,36.30103506768222,35.030993968620365,,36.30103506768222,,0,,-21.19197406971402,-21.4999682860796
1772822730,674.55,-623108,-623108,-624690,-624571,-2151711,34.329004807007195,34.89059613629773,,,34.329004807007195,0,,-21.647532273499728,-22.558648681071144
1772822740,674.37,-624571,-624088,-624946,-624088,-2153288,32.41658697265909,34.39579430357,,,,0,,-21.870154272732947,-22.315398271199385
1772822750,674.62,-624088,-623816,-624247,-623978,-2152212,35.10790951916145,34.53821734668829,,35.10790951916145,,0,,-20.988128397008897,-19.2240766455608
1772822760,674.57,-623978,-623456,-623978,-623456,-2152894,29.989699440745127,33.62851376549966,,,29.989699440745127,0,,-20.69367850958881,-20.10477873474864
1772822770,674.71,-623456,-622398,-623456,-622398,-2151712,30.50519083395922,33.003849179191576,,,,0,,-20.573043222297542,-20.33177264771501
1772822780,674.69,-622398,-622296,-622718,-622565,-2152723,31.318583046175775,32.666795952588416,,,,0,,-20.50243095394114,-20.36120641722834
1772822790,674.62,-622565,-622565,-623982,-623858,-2154466,31.742219243258717,32.48188061072248,,,,0,,-20.907294341835524,-21.71702111762429
1772822800,674.47,-623858,-623591,-623969,-623969,-2155415,24.912642552609157,30.96803299909981,,,,0,,-20.89339517728475,-20.865596848183202
1772822810,674.41,-623969,-623969,-624922,-624630,-2157320,25.246614980640658,29.82374939540798,,,,0,,-21.20965880861241,-21.84218607126773
1772822820,674.5,-624630,-624408,-624709,-624448,-2156536,32.79908937185331,30.418817390697047,,32.79908937185331,,0,,-20.314469825467743,-18.524091859178412
1772822830,674.44,-624448,-624448,-624827,-624687,-2157295,33.43104877103751,31.02126366676514,,,,0,,-21.302339598609205,-23.27807914489213
1772822840,674.39,-624687,-624479,-625088,-625088,-2158352,27.982530462487475,30.413517025909606,,,27.982530462487475,0,,-23.06002921337068,-26.575408442893625
1772822850,674.3,-625088,-624653,-625109,-624653,-2160593,21.81081483094418,28.692976586916522,,,,0,,-24.692016380432598,-27.955990714556435
1772822860,674.36,-624653,-622303,-624653,-622966,-2157470,35.896372478979444,30.133655765329106,,35.896372478979444,,0,,-25.035955057406387,-25.72383241135396
1772822870,674.36,-622966,-622966,-623464,-623464,-2157470,38.08584758194116,31.724094128651515,,,,0,,-25.327842668559978,-25.91161789086716
1772822880,674.39,-623464,-623256,-624344,-624344,-2155970,46.23466895840573,34.62620909460236,,,,0,,-24.97705780086423,-24.275488065472736
1772822890,674.57,-624344,-622959,-624344,-622959,-2154229,48.07463393643686,37.31589406296926,,,,0,,-24.67601562034221,-24.073931259298163
1772822900,674.46,-622959,-622620,-623141,-622860,-2155332,47.05515826955763,39.26374690428693,,,,0,,-24.31709572831464,-23.599255944259504
1772822910,674.31,-622860,-622700,-623387,-623116,-2157026,40.06767024489923,39.42453157240939,,,,0,,-24.61454985500254,-25.209458108378335
1772822920,674.36,-623116,-622946,-623901,-623079,-2155079,42.699393571941094,40.079503972315734,,,,0,,-24.315548309505257,-23.71754521851069
1772822930,674.48,-623079,-622812,-623829,-623129,-2152935,51.791297515495636,42.42186268095171,,,,0,,-23.454935914741956,-21.73371112521535
1772822940,674.55,-623129,-622866,-623169,-623045,-2152251,55.62318179377454,45.062126503516275,,,,0,,-21.953619669254365,-18.95098717827919
1772822950,674.61,-623045,-622935,-623299,-622935,-2151473,62.54107069966741,48.557915342746504,,,,0,,-20.93333457346832,-18.892764381896228
1772822960,674.47,-622935,-622650,-623033,-623033,-2152277,58.62246979676566,50.570826233550335,,,,0,,-20.403591846844602,-19.34410639359717
1772822970,674.57,-623033,-623033,-624387,-623756,-2150138,54.89512179349307,51.43568534553888,,,,0,,-19.188468755238798,-16.75822257202719
1772822980,674.62,-623756,-623382,-624283,-623382,-2148500,60.81343150045033,53.311234576521166,,,,0,,-18.6224172276085,-17.490314172347905
1772822990,674.75,-623382,-622145,-623382,-622145,-2147161,69.63832779962198,56.57665322114133,,,,0,,-17.87871649888451,-16.391315041436528
1772823000,674.67,-622145,-622145,-624553,-624253,-2150333,54.9087219869288,56.24306697429882,,,54.9087219869288,0,,-17.359622443253578,-16.321434331991714
1772823010,674.63,-624253,-624253,-624909,-624864,-2151342,54.262376266644,55.84692883276786,,,,0,,-17.51449565274469,-17.82424207172691
1772823020,674.72,-624864,-624313,-625444,-624475,-2149373,55.23173887465024,55.72389084114433,,,,0,,-16.779730275927058,-15.310199522291802
1772823030,674.56,-624475,-624475,-625472,-625396,-2151044,47.525488104924364,54.08421029390034,,,,0,,-16.353008367496436,-15.499564550635194
1772823040,674.27,-625396,-625396,-627260,-627260,-2152988,45.78345940871198,52.42406011686267,,,,0,,-16.08655006069212,-15.553633447083488
1772823050,673.99,-627260,-627260,-629287,-629287,-2156419,42.562596830388905,50.45176745956792,,,,0,,-16.46841713964629,-17.232151297554637
1772823060,674.165,-629287,-627175,-630554,-627175,-2150803,49.99480670866899,50.36037530938813,,,,0,,-16.425540447325666,-16.339787062684415
1772823070,674.01,-627175,-626450,-628018,-628018,-2153318,41.88259001141891,48.66481824979429,,,,0,,-16.84941744903814,-17.697171452463085
1772823080,673.86,-628018,-627821,-629591,-629092,-2158074,34.59680266430405,45.85121513269624,,,,0,,-17.97205969084078,-20.217344174446062
1772823090,673.93,-629092,-628225,-629092,-628225,-2156127,36.84615778318825,44.050203662794644,,,,0,,-18.62170856511129,-19.921006313652317
1772823100,673.7,-628225,-628225,-630511,-630511,-2159395,34.35561200132153,42.111285330500024,,,,0,,-20.26382563710745,-23.548059781099763
1772823110,674.01,-630511,-626677,-630511,-626677,-2155211,43.405903532804295,42.37020897096088,,43.405903532804295,,0,,-20.82886922045489,-21.95895638714978
1772823120,674.01,-626677,-626677,-628230,-628230,-2155211,44.52151946984065,42.80047107073683,,,,0,,-20.51799731469509,-19.89625350317549
1772823130,674.14,-628230,-627195,-629122,-627499,-2151732,47.38926707226097,43.71823027104166,,,,0,,-20.096727556375953,-19.254188039737677
1772823140,674.24,-627499,-627499,-628499,-628057,-2150006,53.431833123282196,45.66095084148977,,,,0,,-19.398900038948774,-18.003245004094413
1772823150,674.32,-628057,-626270,-628516,-628045,-2145516,59.49319661813603,48.42739999681903,,,,0,,-18.216809704539834,-15.852629035721955
1772823160,674.24,-628045,-628045,-630940,-630909,-2148620,53.55441722526149,49.452803442507516,,,,0,,-18.19241221859776,-18.143617246713614
1772823170,674.36,-630909,-630398,-630909,-630398,-2147717,56.558727953521625,50.87398834471034,,,,0,,-18.25337079757628,-18.375287955533324
1772823180,674.26,-630398,-630398,-631278,-631278,-2148653,57.892477973015055,52.277686270371284,,,,0,,-18.607210027468575,-19.31488848725316
1772823190,674.27,-631278,-630143,-631318,-630143,-2146078,59.073902611359514,53.63692953856893,,,,0,,-17.863536238375918,-16.376188660190603
1772823200,674.24,-630143,-629835,-630715,-630474,-2148025,55.147742260392405,53.93909208293363,,,,0,,-16.740585339437207,-14.49468354155978
1772823210,674.2,-630474,-630474,-631185,-631185,-2149016,57.436228187949894,54.63851930393688,,,,0,,-16.33087099807833,-15.511442315360576
1772823220,674.24,-631185,-631185,-632342,-632342,-2146719,65.97986701050883,56.90678884525127,,,,0,,-16.249060771553673,-16.085440318504357
1772823230,674.25,-632342,-631953,-632342,-632263,-2145900,64.73622065224646,58.47267520665031,,,,0,,-16.045271484559247,-15.637692910570394
1772823240,674.06,-632263,-632263,-634873,-634873,-2148630,65.88198786665106,59.95453773865046,,,,0,,-16.373953901457217,-17.03131873525316
1772823250,673.97,-634873,-634873,-636442,-636442,-2150519,56.34333680744423,59.232297552409214,,,56.34333680744423,0,,-16.099627911500626,-15.550975931587447
1772823260,673.95,-636442,-636352,-638044,-637768,-2154091,45.83269633752244,56.55237730943186,,,,0,,-16.371436560149164,-16.915053857446242
1772823270,673.83,-637768,-637647,-639624,-639624,-2156565,35.11487328829226,52.264876505203944,,,,0,,-16.412760084109163,-16.495407132029165
1772823280,673.78,-639624,-639624,-641105,-640503,-2158734,28.536934495243315,47.51928810321182,,,,0,,-15.958943980421287,-15.051311773045537
1772823290,673.9,-640503,-638750,-640503,-639146,-2156093,23.5911067210822,42.733651826785895,,,,0,,-15.480737273489101,-14.524323859624731
1772823300,673.79,-639146,-639146,-640473,-640473,-2158116,24.5860629899736,39.10413405942344,,,,0,,-15.633311795231249,-15.938460838715542
1772823310,673.84,-640473,-640204,-641616,-641236,-2155071,19.445026946329804,35.17231263680471,,,,0,,-15.307794050290148,-14.65675856040795
1772823320,673.72,-641236,-641236,-643870,-643870,-2158761,17.69395353878187,31.676640817200145,,,,0,,-14.624868582198454,-13.259017646015067
1772823330,673.84,-643870,-643356,-644740,-644292,-2156255,25.950909984213226,30.53149465060276,,,,0,,-14.311974193746313,-13.68618541684203
1772823340,673.87,-644292,-644292,-644906,-644696,-2155165,23.806861314993,29.186567983480806,,,,0,,-14.329104719197938,-14.36336577010119
1772823350,674.16,-644696,-643852,-646837,-646630,-2150615,34.96292507562997,30.34183940191064,,34.96292507562997,,0,,-13.394220798019086,-11.524452955661385
1772823360,674.08,-646630,-646630,-647484,-647444,-2151925,37.43252216409525,31.759975954347563,,,,0,,-12.680088134825194,-11.25182280843741
1772823370,674.16,-647444,-647080,-647501,-647274,-2151125,37.397769912410666,32.88753474596018,,,,0,,-12.073566592539965,-10.860523507969505
1772823380,673.99,-647274,-645274,-647534,-647534,-2155633,35.56424189386418,33.42287617554098,,,,0,,-12.525111708753206,-13.428201941179688
1772823390,674.09,-647534,-647534,-648990,-648850,-2153927,40.47325748956088,34.83295243834496,,,,0,,-12.421579303934035,-12.214514494295692
1772823400,674.12,-648850,-648757,-649017,-648886,-2153111,46.268974274119614,37.12015680549989,,,,0,,-11.855096430134939,-10.722130682536747
1772823410,674.03,-648886,-648886,-650710,-650710,-2155659,46.1654836960788,38.92922218361567,,,,0,,-11.307403241164138,-10.212016863222535
1772823420,674.22,-650710,-648732,-650710,-649174,-2153023,53.31222340363462,41.80582242761946,,,,0,,-11.896714349155221,-13.075336565137386
1772823430,674.2,-649174,-649109,-649653,-649149,-2154166,51.15250557461082,43.67515905701773,,,,0,,-12.12154462839689,-12.57120518688023
1772823440,674.11,-649149,-649149,-649963,-649963,-2155270,52.64593088300011,45.469313422214206,,,,0,,-12.65723581913676,-13.7286182006165
1772823450,674.24,-649963,-649753,-650122,-649953,-2153936,60.15902319873096,48.40725537751756,,,,0,,-13.189200754288873,-14.253130624593098
1772823460,674.36,-649953,-649423,-650033,-649423,-2153246,69.48511433591979,52.622827169198004,,,,0,,-13.7848285354751,-14.976084097847552
1772823470,674.24,-649423,-649423,-650235,-649816,-2154477,63.12401959512344,54.72306565438309,,,,0,,-14.631301436199772,-16.324247237649118
1772823480,674.23,-649816,-649816,-650004,-649966,-2154789,60.69862946649821,55.918178416806114,,,,0,,-14.712753191445044,-14.875656701935588
1772823490,674.17,-649966,-649926,-650301,-650189,-2155460,50.148551339088826,54.76425300126266,,,50.148551339088826,0,,-15.019783866153071,-15.633845215569126
1772823500,674.12,-650189,-650103,-651139,-651139,-2156662,44.08203902282454,52.62781020557504,,,,0,,-14.607782078911466,-13.783778504428254
1772823510,674.3,-651139,-649720,-651139,-649840,-2155123,46.010085272082286,51.30426521887649,,,,0,,-13.980560157795713,-12.726116315564207
1772823520,674.32,-649840,-649840,-650360,-650205,-2153850,61.17732350521507,53.2788768761442,,61.17732350521507,,0,,-12.773685637875106,-10.359936598033894
1772823530,674.27,-650205,-649971,-650654,-650032,-2155247,52.70077086429404,53.163255673774174,,,52.70077086429404,0,,-11.139196921314365,-7.870219488192881
1772823540,674.27,-650032,-649727,-650032,-649963,-2155247,48.89254950119942,52.309114439259226,,,,0,,-10.048148546784153,-7.866051797723728
1772823550,674.25,-649963,-649963,-650217,-650159,-2155947,54.61890871387545,52.77107329418247,,54.61890871387545,,0,,-9.445866560855018,-8.241302588996748
1772823560,674.22,-650159,-649733,-650180,-649733,-2156615,43.31153018186158,50.87916467171829,,,43.31153018186158,0,,-9.209737535181986,-8.737479483835921
1772823570,674.09,-649733,-649693,-650136,-650136,-2157316,36.19131357961533,47.941594453297704,,,,0,,-9.543080596113967,-10.209766717977926
1772823580,674.05,-650136,-649957,-652685,-652685,-2160465,31.388946843487645,44.63106493133569,,,,0,,-10.157755223959041,-11.38710447964919
1772823590,674.07,-652685,-652248,-652766,-652619,-2159363,23.078959055142874,40.32064375609713,,,,0,,-10.96257636653702,-12.572218651692978
1772823600,674.14,-652619,-650839,-652619,-650839,-2157583,28.23200383423915,37.90291577172553,,,,0,,-11.378652311647707,-12.210804201869083
1772823610,674.14,-650839,-650835,-651153,-650973,-2157583,32.78780614210123,36.87989384580067,,,,0,,-11.362456628755595,-11.330065262971372
1772823620,674.15,-650973,-650362,-650973,-650509,-2156055,39.528809446941025,37.40967696602874,,39.528809446941025,,0,,-11.350006110206127,-11.32510507310719
1772823630,674.151,-650509,-650509,-651478,-651296,-2154472,37.48807791621561,37.42535715606611,,,,0,,-11.63079032180449,-12.192358745001213
1772823640,674.27,-651296,-650178,-651551,-651551,-2151981,48.08191139201106,39.556668003255105,,,,0,,-11.99188054384671,-12.714060987931148
1772823650,674.27,-651551,-651551,-652388,-652328,-2151981,41.21412326734577,39.888159056073235,,,,0,,-13.275063985470231,-15.841430868717271
1772823660,674.36,-652328,-651359,-652328,-651559,-2150510,41.84087582672143,40.278702410202875,,,,0,,-12.753236091997158,-11.709580305051011
1772823670,674.19,-651559,-651034,-652263,-651034,-2152839,39.8421193277684,40.19138579371598,,,39.8421193277684,0,,-12.936559317386157,-13.303205768164156
1772823680,674.36,-651034,-650334,-651128,-650334,-2151775,44.1141508424829,40.97593880346936,,44.1141508424829,,0,,-12.700102036669062,-12.22718747523487
1772823690,674.31,-650334,-650310,-650690,-650590,-2152441,47.52014648849202,42.284780340473894,,,,0,,-11.994754893665561,-10.584060607658559
1772823700,674.261,-650590,-650404,-650673,-650404,-2153017,47.7397222085557,43.375768714090256,,,,0,,-11.303397953186787,-9.920684072229239
1772823710,674.16,-650404,-649962,-650522,-650522,-2154837,45.19862019578908,43.74033901043002,,,,0,,-11.322007986147263,-11.359228052068213
1772823720,674.08,-650522,-649551,-650886,-649551,-2156656,48.25033431138399,44.642338070620816,,,,0,,-11.662201544102418,-12.342588660012728
1772823730,674.03,-649551,-647924,-649973,-648591,-2159794,43.73006759455819,44.45988397540829,,,43.73006759455819,0,,-12.152617274760171,-13.133448736075676
1772823740,674.11,-648591,-648591,-649651,-649459,-2158022,35.55285423597978,42.67847802752259,,,,0,,-12.607733725454423,-13.517966626842927
1772823750,674.18,-649459,-649226,-649684,-649226,-2157179,36.54891091531377,41.45256460508082,,,,0,,-12.735646110517829,-12.991470880644641
1772823760,674.19,-649226,-649226,-649950,-649809,-2155994,35.54682245311815,40.27141617468829,,,,0,,-12.991039540352222,-13.50182640002101
1772823770,674.21,-649809,-648947,-649809,-649613,-2153934,44.063495258563584,41.02983199146335,,44.063495258563584,,0,,-12.76331879134056,-12.307877293317231
1772823780,674.14,-649613,-649613,-650732,-650732,-2155173,34.803446709013684,39.784554934973414,,,34.803446709013684,0,,-12.637665429098732,-12.386358704615079
1772823790,674.09,-650732,-650732,-656377,-656377,-2161338,27.879932022426615,37.403630352464056,,,,0,,-13.38184336830005,-14.870199246702688
1772823800,674.3,-656377,-652975,-656377,-653004,-2156255,36.633786523512576,37.24966158667376,,,,0,,-12.768508208901089,-11.541837890103167
1772823810,674.16,-653004,-650241,-653004,-650447,-2161032,33.8491916438373,36.56956759810647,,,,0,,-13.3871643013188,-14.624476486154219
1772823820,674.18,-650447,-650447,-651207,-650870,-2159815,30.400823604839275,35.33581879945303,,,,0,,-14.23136649997865,-15.919770897298353
1772823830,674.13,-650870,-648132,-650870,-648383,-2162844,26.413633197076223,33.55138167897767,,,,0,,-15.392031725126955,-17.713362175423566
1772823840,673.95,-648383,-648383,-650229,-650229,-2164840,25.376269234578885,31.916359190097914,,,,0,,-16.987258445437963,-20.177711886059978
1772823850,673.93,-650229,-648945,-650229,-649864,-2167143,25.042201003898484,30.541527552858028,,,,0,,-18.47881926247474,-21.461940896548295
1772823860,673.95,-649864,-649462,-649864,-649711,-2166012,28.668042790286407,30.166830600343705,,,,0,,-18.64891575241099,-18.989108732283487
1772823870,673.93,-649711,-649657,-650057,-650015,-2166688,30.776454005039554,30.288755281282874,,30.776454005039554,,0,,-18.649111421656116,-18.649502760146365
1772823880,673.98,-650015,-649558,-650095,-649558,-2165987,33.956317791906656,31.02226778340763,,,,0,,-17.959242262285752,-16.579503943545024
1772823890,673.9,-649558,-649478,-650103,-650103,-2166834,31.351194878619083,31.08805320244992,,,,0,,-17.71287776954021,-17.220148784049126
1772823900,673.82,-650103,-649926,-650510,-649968,-2167947,27.756684243083043,30.421779410576544,,,27.756684243083043,0,,-17.75219658457168,-17.830834214634624
1772823910,673.87,-649968,-649835,-650277,-650137,-2167230,22.312471845540088,28.79991789756925,,,,0,,-17.940096678743323,-18.315896867086604
1772823920,673.92,-650137,-649252,-650137,-649489,-2165986,26.321201768384995,28.3041746717324,,,,0,,-18.046491658241717,-18.2592816172385
1772823930,673.93,-649489,-649418,-649673,-649673,-2165404,32.10355807448521,29.064051352282963,,32.10355807448521,,0,,-18.303558495338716,-18.817692169532716
1772823940,674.25,-649673,-646796,-649673,-646840,-2162101,26.988060642955006,28.64885321041737,,,26.988060642955006,0,,-18.028005597857494,-17.476899802895044
1772823950,674.17,-646840,-646840,-649320,-648983,-2164918,42.4276018646825,31.404602941270397,,42.4276018646825,,0,,-17.42187371908177,-16.209609961530326
1772823960,674.21,-648983,-648983,-650333,-650103,-2163118,41.316209732711975,33.386924299558714,,,,0,,-17.269759565988583,-16.96553125980221
1772823970,674.13,-650103,-650103,-653956,-653896,-2167293,57.13394092068474,38.13632762378392,,,,0,,-16.029568806817203,-13.549187288474448
1772823980,674.31,-653896,-652910,-653896,-653252,-2165965,64.65341632337747,43.43974536370263,,,,0,,-14.430025189488678,-11.230937954831628
1772823990,674.26,-653252,-652729,-655482,-655482,-2169993,76.56071063269377,50.06393841750086,,,,0,,-12.475470652858073,-8.566361579596862
1772824000,674.42,-655482,-653956,-656206,-656206,-2166019,79.00253841632335,55.851658417265355,,,,0,,-10.590886051036428,-6.821716847393137
1772824010,674.34,-656206,-656206,-656599,-656599,-2166492,79.59318877386124,60.59996448858453,,,,0,,-9.51396922731994,-7.360135579886965
1772824020,674.41,-656599,-656435,-656695,-656695,-2165890,79.51869551913543,64.38371069469471,,,,0,,-8.394921535933312,-6.156826153160054
1772824030,674.63,-656695,-655364,-656962,-655951,-2163222,83.75101595752724,68.25717174726122,,,,0,,-6.858739929180009,-3.786376715673402
1772824040,674.6,-655951,-655951,-656265,-656265,-2163710,87.33608776782842,72.07295495137467,,,,0,,-5.470718621459605,-2.6946760060187978
1772824050,674.66,-656265,-654735,-656265,-654935,-2161620,90.34775133269929,75.72791422763959,,,,0,,-4.37176337033385,-2.1738528680823417
1772824060,674.57,-654935,-654935,-655366,-655230,-2162941,85.91584964381727,77.76550131087512,,,,0,,-3.8665444309772212,-2.8561065522639626
1772824070,674.48,-655230,-655170,-656474,-656281,-2164684,82.67621752942694,78.74764455458549,,,,0,,-4.036084815378474,-4.37516558418098
1772824080,674.41,-656281,-655078,-656487,-656427,-2167790,72.41817436211595,77.48175051609158,,,72.41817436211595,0,,-4.684900400431168,-5.982531570536557
1772824090,674.25,-656427,-656396,-656983,-656983,-2168858,67.0479493454484,75.39499028196295,,,,0,,-4.984675048305638,-5.584224344054577
1772824100,674.23,-656983,-656983,-657520,-657185,-2170208,68.10911790338234,73.93781580624683,,,,0,,-5.258731071422018,-5.806843117654777
1772824110,674.38,-657185,-657185,-658655,-657756,-2167603,66.24531806113158,72.39931625722379,,,,0,,-4.6612779707425736,-3.4663717693836853
1772824120,674.36,-657756,-657697,-658177,-658128,-2168317,65.45548553848988,71.01055011347701,,,,0,,-4.394476749197134,-3.8608743061062527
1772824130,674.38,-658128,-657271,-658128,-657515,-2167216,61.11732785137238,69.03190566105609,,,,0,,-3.8972902147703485,-2.9029171459167786
1772824140,674.38,-657515,-657210,-657572,-657490,-2167216,50.26154183146014,65.2778328951369,,,,0,,-3.572073748385295,-2.9216408156151887
1772824150,674.36,-657490,-656924,-657491,-656924,-2168066,53.43565107937067,62.90939653198365,,,,0,,-2.8246580405393726,-1.3298266248475274
1772824160,674.43,-656924,-656728,-656924,-656778,-2167644,53.02936144477542,60.93338951454201,,,,0,,-2.794912229448679,-2.735420607267291
